year,week,, provinceID, SMN,SMT,VCI,TCI,VHI
2002 09  0.136,277.41, 77.30, 11.61, 44.45
2002 10  0.147,279.86, 75.59, 11.35, 43.47
2002 11  0.162,282.66, 75.56,  6.75, 41.16
2002 12  0.176,285.23, 74.60,  7.20, 40.90
2002 13  0.191,287.42, 73.99,  7.81, 40.90
2002 14  0.205,288.63, 70.54, 10.12, 40.33
2002 15  0.224,290.29, 66.30, 12.08, 39.19
2002 16  0.249,291.92, 62.89, 16.20, 39.55
2002 17  0.286,292.98, 64.54, 24.40, 44.47
2002 18  0.332,293.70, 69.74, 36.15, 52.95
2002 19  0.376,294.42, 74.01, 46.21, 60.11
2002 20  0.410,295.02, 74.75, 51.39, 63.07
2002 21  0.433,295.29, 74.66, 55.97, 65.31
2002 22  0.450,295.62, 74.10, 56.72, 65.41
2002 23  0.462,295.84, 74.21, 57.03, 65.62
2002 24  0.468,296.12, 73.67, 57.10, 65.38
2002 25  0.472,296.92, 74.40, 51.26, 62.83
2002 26  0.467,297.58, 71.03, 45.32, 58.18
2002 27  0.457,298.16, 66.26, 40.68, 53.47
2002 28  0.439,298.63, 60.20, 37.14, 48.67
2002 29  0.419,298.68, 53.23, 38.64, 45.94
2002 30  0.403,298.47, 50.83, 43.06, 46.95
2002 31  0.391,298.23, 48.92, 45.62, 47.27
2002 32  0.381,297.85, 48.40, 46.52, 47.46
2002 33  0.370,297.43, 48.73, 44.52, 46.62
2002 34  0.348,296.51, 43.56, 45.63, 44.59
2002 35  0.322,295.09, 38.53, 48.81, 43.67
2002 36  0.297,293.46, 36.14, 51.73, 43.93
2002 37  0.274,290.75, 35.83, 68.41, 52.12
2002 38  0.255,288.14, 36.11, 83.58, 59.85
2002 39  0.235,286.07, 34.61, 88.63, 61.62
2002 40  0.221,284.52, 36.87, 82.43, 59.65
2002 41  0.205,282.57, 40.21, 75.68, 57.95
2002 42  0.186,280.06, 43.64, 71.57, 57.60
2002 43  0.167,277.50, 46.73, 67.04, 56.89
2002 44  0.149,275.15, 49.45, 55.27, 52.36
2002 45  0.135,272.70, 52.97, 47.44, 50.20
2002 46  0.125,270.20, 59.58, 45.14, 52.36
2002 47  0.113,267.33, 63.78, 48.42, 56.10
2002 48  0.105,265.15, 67.45, 51.05, 59.25
2002 49  0.101,264.37, 72.04, 47.73, 59.88
2002 50  0.096,263.10, 74.99, 45.67, 60.33
2002 51  0.090,261.24, 74.82, 45.30, 60.06
2002 52  0.080,259.97, 67.66, 44.97, 56.31
2003 01  0.067,259.33, 56.31, 43.20, 49.76
2003 02  0.054,258.22, 44.68, 46.76, 45.72
2003 03  0.047,257.13, 37.67, 52.14, 44.91
2003 04  0.042,256.16, 32.82, 57.22, 45.02
2003 05  0.037,255.98, 27.79, 60.08, 43.94
2003 06  0.034,255.97, 23.25, 64.69, 43.97
2003 07  0.034,256.30, 21.00, 69.06, 45.03
2003 08  0.033,256.66, 18.01, 74.32, 46.16
2003 09  0.034,258.18, 16.69, 77.41, 47.05
2003 10  0.042,261.16, 17.20, 78.12, 47.66
2003 11  0.056,264.75, 19.24, 74.62, 46.93
2003 12  0.075,269.06, 22.65, 70.21, 46.43
2003 13  0.097,273.82, 26.52, 65.75, 46.14
2003 14  0.124,278.63, 30.29, 59.72, 45.01
2003 15  0.154,282.88, 32.48, 57.55, 45.01
2003 16  0.186,286.82, 32.90, 54.16, 43.53
2003 17  0.222,290.64, 34.66, 45.43, 40.05
2003 18  0.262,294.32, 37.60, 30.68, 34.14
2003 19  0.303,297.15, 39.04, 19.83, 29.44
2003 20  0.345,299.05, 42.51, 13.76, 28.14
2003 21  0.377,299.82, 43.50, 13.74, 28.62
2003 22  0.401,300.00, 43.95, 16.59, 30.27
2003 23  0.421,299.93, 46.83, 19.85, 33.34
2003 24  0.431,299.22, 48.98, 28.58, 38.78
2003 25  0.436,298.34, 51.40, 37.91, 44.66
2003 26  0.439,297.42, 53.60, 47.28, 50.44
2003 27  0.441,296.98, 56.72, 53.22, 54.97
2003 28  0.442,296.89, 61.86, 55.95, 58.90
2003 29  0.441,296.80, 65.29, 59.15, 62.22
2003 30  0.436,296.78, 66.69, 61.18, 63.94
2003 31  0.428,296.78, 66.27, 61.02, 63.65
2003 32  0.412,296.69, 62.99, 58.91, 60.95
2003 33  0.393,296.45, 59.12, 55.20, 57.16
2003 34  0.369,295.28, 53.27, 59.88, 56.58
2003 35  0.348,294.30, 51.85, 58.54, 55.19
2003 36  0.331,293.77, 53.60, 48.86, 51.23
2003 37  0.309,292.59, 54.35, 45.26, 49.80
2003 38  0.281,290.86, 49.93, 47.78, 48.86
2003 39  0.251,288.44, 42.88, 56.56, 49.72
2003 40  0.216,285.15, 33.36, 71.83, 52.60
2003 41  0.186,281.98, 28.59, 80.07, 54.33
2003 42  0.162,279.27, 28.58, 78.86, 53.72
2003 43  0.141,277.16, 30.95, 69.93, 50.44
2003 44  0.123,275.37, 32.86, 53.28, 43.07
2003 45  0.104,273.76, 31.08, 40.30, 35.69
2003 46  0.086,271.41, 29.22, 38.19, 33.71
2003 47  0.073,267.98, 29.35, 44.92, 37.14
2003 48  0.066,264.99, 31.27, 51.69, 41.48
2003 49  0.064,261.81, 35.23, 58.51, 46.87
2003 50  0.062,258.09, 40.66, 65.46, 53.06
2003 51  0.060,252.85, 44.24, 76.41, 60.32
2003 52  0.057,245.82, 45.43, 88.64, 67.03
