year,week,, provinceID, SMN,SMT,VCI,TCI,VHI
1983 30  0.340,298.65, 34.75, 95.69, 65.22
1983 31  0.327,298.26, 32.36, 96.07, 64.22
1983 32  0.317,298.29, 32.38, 90.81, 61.59
1983 33  0.311,298.65, 33.26, 79.47, 56.36
1983 34  0.303,298.38, 32.66, 70.73, 51.70
1983 35  0.298,298.10, 33.76, 62.49, 48.12
1983 36  0.293,297.51, 36.25, 59.03, 47.64
1983 37  0.289,296.20, 39.07, 59.45, 49.26
1983 38  0.288,295.05, 43.70, 58.23, 50.96
1983 39  0.290,294.26, 51.03, 55.58, 53.30
1983 40  0.281,293.08, 51.84, 54.95, 53.39
1983 41  0.271,291.80, 50.32, 52.80, 51.56
1983 42  0.258,290.05, 46.82, 59.29, 53.05
1983 43  0.241,288.38, 41.59, 65.07, 53.33
1983 44  0.217,285.66, 32.99, 79.51, 56.25
1983 45  0.196,283.84, 26.82, 83.24, 55.03
1983 46  0.181,283.41, 25.13, 71.19, 48.16
1983 47  0.162,281.64, 21.64, 71.49, 46.56
1983 48  0.144,280.07, 18.20, 71.19, 44.70
1983 49  0.133,278.58, 15.65, 73.53, 44.59
1983 50  0.122,277.33, 12.76, 72.45, 42.61
1983 51  0.122,277.58, 13.78, 68.51, 41.15
1983 52  0.128,278.22, 17.70, 59.27, 38.48
1984 01  0.128,277.91, 19.72, 60.44, 40.08
1984 02  0.125,277.46, 22.51, 53.77, 38.14
1984 03  0.116,276.64, 20.42, 56.90, 38.66
1984 04  0.110,276.35, 19.21, 59.94, 39.58
1984 05  0.103,275.31, 18.36, 63.32, 40.84
1984 06  0.102,275.57, 18.17, 61.41, 39.79
1984 07  0.105,276.98, 18.20, 56.75, 37.47
1984 08  0.102,277.14, 15.17, 59.47, 37.32
1984 09  0.107,278.10, 13.78, 62.00, 37.89
1984 10  0.115,279.23, 12.70, 66.65, 39.68
1984 11  0.127,280.75, 11.34, 73.38, 42.36
1984 12  0.150,282.86, 12.99, 82.05, 47.52
1984 13  0.178,284.57, 18.68, 86.08, 52.38
1984 14  0.209,286.13, 29.06, 83.10, 56.08
1984 15  0.236,287.61, 36.43, 73.87, 55.15
1984 16  0.263,289.20, 41.09, 64.07, 52.58
1984 17  0.290,291.15, 45.93, 51.43, 48.68
1984 18  0.319,292.74, 51.88, 44.51, 48.20
1984 19  0.349,294.29, 59.46, 41.53, 50.49
1984 20  0.373,295.29, 64.20, 44.32, 54.26
1984 21  0.385,295.62, 64.12, 53.35, 58.73
1984 22  0.394,296.52, 62.88, 55.63, 59.25
1984 23  0.396,297.39, 59.34, 58.51, 58.93
1984 24  0.396,298.24, 56.83, 58.44, 57.64
1984 25  0.393,299.13, 53.68, 56.43, 55.06
1984 26  0.385,300.02, 48.86, 54.94, 51.90
1984 27  0.376,300.61, 45.79, 57.44, 51.61
1984 28  0.363,300.93, 41.84, 60.72, 51.28
1984 29  0.350,301.29, 37.73, 62.07, 49.90
1984 30  0.335,301.37, 32.92, 63.45, 48.18
1984 31  0.317,300.77, 26.68, 67.80, 47.24
1984 32  0.304,300.25, 24.96, 70.02, 47.49
1984 33  0.297,299.85, 25.47, 67.50, 46.49
1984 34  0.288,299.20, 24.42, 63.45, 43.93
1984 35  0.286,298.52, 27.56, 59.32, 43.44
1984 36  0.281,297.56, 29.22, 59.26, 44.24
1984 37  0.279,296.68, 33.70, 55.53, 44.62
1984 38  0.277,295.87, 37.27, 50.83, 44.05
1984 39  0.270,295.09, 38.92, 47.70, 43.31
1984 40  0.265,293.84, 42.30, 46.69, 44.50
1984 41  0.260,293.07, 44.55, 39.04, 41.80
1984 42  0.254,292.42, 44.17, 31.16, 37.67
1984 43  0.242,291.31, 41.59, 25.94, 33.76
1984 44  0.221,289.63, 35.21, 25.47, 30.34
1984 45  0.211,289.34, 35.43, 14.64, 25.04
1984 46  0.202,288.42, 37.64, 10.86, 24.25
1984 47  0.197,287.52, 41.83,  7.83, 24.83
1984 48  0.200,286.97, 48.48,  4.39, 26.43
1984 49  0.196,286.14, 49.93,  3.17, 26.55
1985 09  0.160,287.27, 37.47, 19.02, 28.25
1985 10  0.160,287.17, 33.14, 24.83, 28.98
1985 11  0.165,287.13, 29.56, 32.23, 30.89
1985 12  0.177,287.85, 27.12, 38.62, 32.87
1985 13  0.196,288.93, 29.50, 40.94, 35.22
1985 14  0.214,290.26, 32.32, 36.14, 34.23
1985 15  0.230,291.38, 32.80, 31.84, 32.32
1985 16  0.247,292.31, 30.63, 30.71, 30.67
1985 17  0.266,292.20, 30.31, 40.26, 35.29
1985 18  0.293,292.93, 34.64, 43.40, 39.02
1985 19  0.323,295.22, 41.25, 28.64, 34.94
1985 20  0.347,297.19, 45.90, 16.26, 31.08
1985 21  0.361,298.35, 47.40, 12.68, 30.04
1985 22  0.373,299.20, 48.44, 12.63, 30.54
1985 23  0.382,299.96, 49.01, 14.18, 31.60
1985 24  0.389,300.96, 50.85, 14.86, 32.85
1985 25  0.389,301.88, 49.91, 16.68, 33.30
1985 26  0.383,302.89, 46.37, 15.42, 30.89
1985 27  0.373,303.97, 42.62, 13.18, 27.90
1985 28  0.360,304.69, 38.02, 12.91, 25.46
1985 29  0.349,305.37, 35.71, 11.91, 23.81
1985 30  0.343,305.98, 37.01,  9.32, 23.17
1985 31  0.335,306.23, 38.08,  6.67, 22.38
1985 32  0.327,306.33, 39.00,  4.57, 21.78
1985 33  0.318,305.95, 38.08,  4.21, 21.14
1985 34  0.309,305.25, 36.89,  4.20, 20.54
1985 35  0.302,304.25, 37.41,  4.73, 21.07
1985 36  0.295,303.06, 37.66,  6.19, 21.93
1985 37  0.283,301.70, 35.74,  7.92, 21.83
1985 38  0.276,300.55, 35.83,  7.78, 21.80
1985 39  0.270,299.75, 38.43,  5.30, 21.86
1985 40  0.257,297.94, 37.75,  7.21, 22.48
1985 41  0.246,295.71, 36.06, 12.67, 24.37
1985 42  0.237,294.04, 34.87, 13.07, 23.97
1985 43  0.225,292.03, 32.09, 16.69, 24.39
1985 44  0.211,290.04, 29.30, 20.38, 24.84
1985 45  0.198,288.07, 27.45, 30.15, 28.80
1985 46  0.185,285.97, 27.46, 40.18, 33.82
1985 47  0.177,284.75, 30.29, 37.65, 33.97
1985 48  0.169,283.55, 31.36, 37.68, 34.52
1985 49  0.159,281.72, 29.65, 45.65, 37.65
1985 50  0.148,280.04, 26.85, 47.83, 37.34
1985 51  0.139,279.04, 23.13, 54.29, 38.71
1985 52  0.128,277.69, 17.32, 63.19, 40.26
1986 01  0.107,274.94,  7.78, 85.77, 46.78
1986 02  0.092,272.26,  5.74, 91.82, 48.78
1986 03  0.085,271.15,  5.78, 91.78, 48.78
1986 04  0.077,270.33,  4.96, 92.89, 48.93
1986 05  0.068,268.90,  3.73, 94.21, 48.97
1986 06  0.066,268.58,  3.03, 93.67, 48.35
1986 07  0.068,269.34,  3.07, 91.82, 47.44
1986 08  0.072,270.64,  3.18, 89.52, 46.35
1986 09  0.082,272.54,  3.49, 88.79, 46.14
1986 10  0.097,274.72,  4.97, 89.65, 47.31
1986 11  0.121,278.37,  8.92, 87.73, 48.33
1986 12  0.155,282.89, 16.10, 82.32, 49.21
1986 13  0.193,286.82, 28.23, 67.43, 47.83
1986 14  0.224,289.69, 38.53, 49.28, 43.90
1986 15  0.249,291.04, 44.77, 40.48, 42.63
1986 16  0.273,292.53, 47.05, 30.97, 39.01
1986 17  0.293,293.58, 47.10, 26.22, 36.66
1986 18  0.306,293.84, 43.36, 33.20, 38.28
1986 19  0.320,294.71, 39.56, 37.17, 38.37
1986 20  0.330,295.46, 35.24, 41.94, 38.59
1986 21  0.335,295.78, 29.52, 51.35, 40.43
1986 22  0.340,296.32, 26.04, 59.13, 42.59
1986 23  0.345,297.16, 24.47, 62.35, 43.41
1986 24  0.347,297.67, 23.21, 67.63, 45.42
1986 25  0.347,298.16, 22.90, 70.67, 46.78
1986 26  0.352,298.90, 26.01, 70.12, 48.07
1986 27  0.354,299.63, 29.83, 70.15, 49.99
1986 28  0.353,300.20, 33.15, 70.12, 51.63
1986 29  0.347,300.81, 33.47, 67.74, 50.60
1986 30  0.339,301.55, 33.71, 60.82, 47.27
1986 31  0.334,302.21, 36.53, 50.84, 43.69
1986 32  0.330,302.60, 40.15, 43.35, 41.75
1986 33  0.324,302.73, 41.04, 36.20, 38.62
1986 34  0.316,302.61, 40.11, 28.86, 34.48
1986 35  0.306,302.18, 39.39, 23.40, 31.40
1986 36  0.296,301.46, 38.19, 20.51, 29.35
1986 37  0.281,300.33, 33.81, 19.72, 26.76
1986 38  0.267,299.08, 29.88, 20.14, 25.01
1986 39  0.257,297.77, 30.23, 22.33, 26.28
1986 40  0.246,296.08, 30.78, 24.49, 27.64
1986 41  0.233,293.99, 28.78, 29.81, 29.29
1986 42  0.220,291.80, 25.10, 38.65, 31.87
1986 43  0.210,289.91, 23.91, 44.48, 34.19
1986 44  0.208,288.34, 27.26, 43.31, 35.28
1986 45  0.203,286.87, 30.54, 44.96, 37.75
1986 46  0.200,285.72, 36.09, 42.78, 39.43
1986 47  0.196,284.81, 40.86, 36.48, 38.67
1986 48  0.188,283.10, 41.84, 41.25, 41.54
1986 49  0.181,281.46, 41.52, 46.89, 44.20
1986 50  0.167,279.89, 37.41, 46.97, 42.19
1986 51  0.154,278.06, 31.32, 62.14, 46.73
1986 52  0.144,276.94, 26.29, 68.62, 47.45
1987 01  0.130,275.73, 20.07, 77.39, 48.73
1987 02  0.123,275.27, 20.53, 70.19, 45.36
1987 03  0.120,275.83, 21.61, 63.92, 42.76
1987 04  0.121,276.85, 24.04, 58.48, 41.26
1987 05  0.123,278.21, 26.87, 50.11, 38.49
1987 06  0.122,278.65, 26.64, 48.52, 37.58
1987 07  0.123,279.42, 26.35, 47.57, 36.96
1987 08  0.127,280.05, 26.25, 49.22, 37.74
1987 09  0.130,280.28, 24.08, 54.66, 39.37
1987 10  0.143,281.79, 25.73, 56.27, 41.00
1987 11  0.154,283.67, 24.27, 58.96, 41.62
1987 12  0.166,285.72, 21.15, 61.86, 41.50
1987 13  0.179,287.58, 19.51, 59.21, 39.36
1987 14  0.197,289.09, 21.72, 52.50, 37.11
1987 15  0.220,290.52, 25.98, 43.36, 34.67
1987 16  0.245,291.94, 28.82, 35.62, 32.22
1987 17  0.272,293.14, 33.21, 30.10, 31.65
1987 18  0.293,294.13, 33.86, 29.59, 31.73
1987 19  0.311,294.59, 33.28, 38.89, 36.09
1987 20  0.332,295.44, 36.34, 43.74, 40.04
1987 21  0.348,296.08, 38.41, 47.80, 43.10
1987 22  0.361,297.02, 40.00, 48.32, 44.16
1987 23  0.371,298.08, 41.48, 46.93, 44.20
1987 24  0.370,298.80, 38.57, 49.54, 44.05
1987 25  0.367,299.52, 35.38, 50.63, 43.00
1987 26  0.362,300.24, 32.97, 51.30, 42.14
1987 27  0.358,301.08, 33.45, 50.82, 42.13
1987 28  0.355,302.05, 35.86, 46.30, 41.08
1987 29  0.354,302.96, 39.80, 41.08, 40.44
1987 30  0.354,303.82, 45.02, 33.99, 39.51
1987 31  0.349,304.13, 46.96, 29.40, 38.18
1987 32  0.339,304.02, 46.76, 28.74, 37.75
1987 33  0.328,303.57, 44.36, 28.13, 36.25
1987 34  0.311,303.04, 38.22, 24.81, 31.51
1987 35  0.295,302.71, 32.82, 18.35, 25.58
1987 36  0.282,302.17, 29.44, 13.64, 21.54
1987 37  0.268,301.22, 25.90, 11.43, 18.66
1987 38  0.259,300.08, 24.87, 11.05, 17.96
1987 39  0.249,298.79, 25.33, 13.17, 19.25
1987 40  0.234,296.87, 24.37, 16.76, 20.57
1987 41  0.225,295.12, 24.74, 17.87, 21.31
1987 42  0.215,293.16, 23.05, 21.95, 22.50
1987 43  0.204,290.96, 20.74, 29.01, 24.87
1987 44  0.193,289.13, 18.99, 30.93, 24.96
1987 45  0.180,287.28, 16.83, 37.99, 27.41
1987 46  0.163,285.03, 14.91, 48.59, 31.75
1987 47  0.146,283.14, 12.31, 51.85, 32.08
1987 48  0.130,281.33, 10.31, 55.67, 32.99
1987 49  0.125,280.14, 10.74, 55.89, 33.32
1987 50  0.124,279.43, 13.09, 48.03, 30.56
1987 51  0.129,279.24, 17.05, 47.17, 32.11
1987 52  0.134,279.63, 20.60, 41.49, 31.05
1988 01  0.135,279.77, 23.34, 40.03, 31.69
1988 02  0.135,279.69, 27.84, 36.07, 31.95
1988 03  0.135,279.82, 30.05, 36.59, 33.32
1988 04  0.142,280.18, 34.60, 38.41, 36.50
1988 05  0.149,280.78, 39.58, 36.59, 38.09
1988 06  0.162,281.36, 44.95, 35.53, 40.24
1988 07  0.171,281.82, 47.80, 36.20, 42.00
1988 08  0.181,282.29, 50.04, 38.11, 44.08
1988 09  0.188,282.35, 50.64, 44.21, 47.43
1988 10  0.189,282.37, 47.43, 53.46, 50.45
1988 11  0.192,282.85, 43.42, 64.72, 54.07
1988 12  0.204,283.93, 41.46, 76.71, 59.09
1988 13  0.222,285.38, 44.35, 80.23, 62.29
1988 14  0.239,286.50, 46.95, 80.55, 63.75
1988 15  0.253,287.51, 46.40, 76.39, 61.39
1988 16  0.270,289.18, 44.77, 65.87, 55.32
1988 17  0.291,291.03, 45.87, 53.51, 49.69
1988 18  0.304,291.87, 41.69, 55.97, 48.83
1988 19  0.317,292.73, 37.99, 63.02, 50.50
1988 20  0.332,293.88, 37.49, 63.21, 50.35
1988 21  0.347,295.07, 38.79, 59.79, 49.29
1988 22  0.355,295.76, 37.57, 65.58, 51.58
1988 23  0.359,296.67, 34.82, 68.49, 51.65
1988 24  0.358,297.71, 32.31, 65.92, 49.11
1988 25  0.357,298.83, 31.11, 60.41, 45.76
1988 26  0.355,300.07, 30.01, 53.66, 41.83
1988 27  0.349,301.20, 28.52, 49.40, 38.96
1988 28  0.342,302.20, 27.92, 44.47, 36.20
1988 29  0.333,302.89, 25.91, 42.24, 34.08
1988 30  0.319,303.07, 22.30, 43.22, 32.76
1988 31  0.301,302.69, 17.08, 46.00, 31.54
1988 32  0.285,302.21, 13.95, 48.47, 31.21
1988 33  0.276,302.12, 14.09, 43.29, 28.69
1988 34  0.268,301.33, 13.68, 41.97, 27.83
1988 35  0.257,300.26, 11.90, 42.40, 27.15
1988 36  0.242,298.76,  8.80, 47.49, 28.15
1988 37  0.230,297.27,  7.48, 49.82, 28.65
1988 38  0.220,296.22,  7.32, 47.28, 27.30
1988 39  0.211,294.88,  8.71, 49.55, 29.13
1988 40  0.208,293.62, 13.04, 49.13, 31.09
1988 41  0.190,291.86,  9.93, 51.86, 30.90
1988 42  0.187,289.74, 11.11, 62.91, 37.01
1988 43  0.185,287.46, 12.87, 76.07, 44.47
1988 44  0.184,285.46, 15.98, 80.93, 48.45
1988 45  0.186,284.34, 21.32, 76.73, 49.03
1988 46  0.190,283.95, 30.17, 65.16, 47.66
1988 47  0.191,283.41, 38.14, 52.78, 45.46
1988 48  0.194,283.27, 45.24, 41.02, 43.13
1988 49  0.192,282.80, 47.81, 36.56, 42.18
1988 50  0.197,282.78, 54.19, 21.27, 37.73
1988 51  0.199,283.12, 57.01, 14.31, 35.66
1988 52  0.201,283.57, 59.00,  9.28, 34.14
1989 01  0.207,284.44, 63.72,  3.16, 33.44
1989 02  0.205,285.07, 65.06,  1.60, 33.33
1989 03  0.203,285.69, 64.28,  1.88, 33.08
1989 04  0.205,286.73, 64.77,  2.30, 33.53
1989 05  0.203,287.62, 64.53,  2.90, 33.71
1989 06  0.201,288.43, 63.55,  3.04, 33.29
1989 07  0.200,289.09, 61.67,  3.29, 32.48
1989 08  0.200,289.84, 59.39,  4.07, 31.73
1989 09  0.204,290.78, 58.88,  4.31, 31.59
1989 10  0.211,291.89, 59.39,  5.12, 32.25
1989 11  0.222,293.03, 59.28,  6.64, 32.96
1989 12  0.237,294.21, 60.17,  5.64, 32.91
1989 13  0.255,295.36, 63.17,  3.06, 33.11
1989 14  0.269,296.03, 64.78,  1.33, 33.05
1989 15  0.284,296.01, 64.76,  2.48, 33.62
1989 16  0.297,295.64, 61.26,  5.60, 33.43
1989 17  0.308,295.44, 56.80, 10.82, 33.81
1989 18  0.315,295.25, 49.45, 19.99, 34.72
1989 19  0.322,295.38, 41.95, 32.08, 37.02
1989 20  0.327,295.63, 34.65, 42.51, 38.58
1989 21  0.331,296.19, 28.84, 47.02, 37.93
1989 22  0.333,296.73, 23.28, 54.11, 38.70
1989 23  0.337,297.48, 20.88, 58.93, 39.91
1989 24  0.338,298.28, 19.17, 59.80, 39.49
1989 25  0.340,299.03, 20.27, 58.69, 39.48
1989 26  0.337,300.12, 18.92, 53.80, 36.36
1989 27  0.333,301.08, 19.00, 51.80, 35.40
1989 28  0.330,301.78, 20.89, 50.42, 35.65
1989 29  0.327,302.40, 23.32, 48.85, 36.09
1989 30  0.322,302.86, 25.12, 46.39, 35.75
1989 31  0.315,303.24, 26.20, 40.20, 33.20
1989 32  0.304,303.19, 25.57, 38.34, 31.96
1989 33  0.294,302.56, 24.32, 39.23, 31.77
1989 34  0.283,301.58, 21.72, 40.22, 30.97
1989 35  0.273,300.35, 19.66, 42.35, 31.00
1989 36  0.268,299.51, 21.06, 41.18, 31.12
1989 37  0.261,298.36, 22.22, 40.65, 31.44
1989 38  0.256,296.97, 24.20, 42.05, 33.12
1989 39  0.252,295.60, 28.15, 44.66, 36.41
1989 40  0.247,293.76, 32.71, 49.85, 41.28
1989 41  0.245,292.25, 36.35, 49.76, 43.05
1989 42  0.246,291.47, 40.39, 44.27, 42.33
1989 43  0.240,290.33, 41.01, 40.00, 40.50
1989 44  0.236,289.26, 43.58, 31.46, 37.52
1989 45  0.229,287.69, 45.50, 35.46, 40.48
1989 46  0.225,286.03, 50.44, 40.35, 45.40
1989 47  0.222,284.89, 55.78, 36.72, 46.25
1989 48  0.219,284.27, 58.94, 31.34, 45.14
1989 49  0.218,284.03, 62.01, 24.82, 43.42
1989 50  0.215,283.91, 64.67,  8.59, 36.63
1989 51  0.214,283.76, 65.61,  7.17, 36.39
1989 52  0.215,283.82, 67.52,  6.30, 36.91
1990 01  0.214,283.66, 69.36,  7.44, 38.40
1990 02  0.217,284.13, 72.69,  4.44, 38.56
1990 03  0.221,285.34, 74.36,  1.55, 37.96
1990 04  0.222,286.64, 74.04,  0.60, 37.32
1990 05  0.225,287.94, 75.34,  0.06, 37.70
1990 06  0.230,288.85, 77.23,  0.03, 38.63
1990 07  0.237,289.55, 78.34,  0.18, 39.26
1990 08  0.243,290.52, 78.60,  0.29, 39.44
1990 09  0.247,291.43, 78.32,  0.41, 39.36
1990 10  0.251,292.67, 78.05,  0.35, 39.20
1990 11  0.257,293.94, 76.95,  0.22, 38.58
1990 12  0.258,294.42, 71.68,  0.59, 36.13
1990 13  0.259,294.43, 66.33,  1.82, 34.08
1990 14  0.263,294.13, 62.06,  5.55, 33.81
1990 15  0.267,293.35, 55.82, 15.27, 35.55
1990 16  0.273,292.97, 47.33, 26.25, 36.79
1990 17  0.284,293.21, 41.44, 30.80, 36.12
1990 18  0.294,293.54, 35.78, 38.12, 36.95
1990 19  0.303,294.00, 29.12, 49.34, 39.23
1990 20  0.310,294.61, 23.06, 56.71, 39.89
1990 21  0.318,295.49, 19.70, 56.72, 38.21
1990 22  0.326,296.63, 18.33, 54.71, 36.52
1990 23  0.337,298.53, 20.74, 39.78, 30.26
1990 24  0.343,300.57, 22.21, 22.49, 22.35
1990 25  0.338,302.10, 18.80, 14.43, 16.62
1990 26  0.329,303.41, 13.47,  9.40, 11.43
1990 27  0.321,304.44, 11.25,  7.83,  9.54
1990 28  0.310,305.02,  8.53,  8.89,  8.71
1990 29  0.301,305.67,  6.74,  8.13,  7.43
1990 30  0.295,306.02,  8.38,  8.53,  8.45
1990 31  0.288,305.91, 10.01,  9.72,  9.87
1990 32  0.279,305.54, 10.64, 12.49, 11.56
1990 33  0.271,304.96, 10.57, 14.03, 12.30
1990 34  0.264,303.98, 10.66, 16.40, 13.53
1990 35  0.260,302.90, 11.77, 17.51, 14.64
1990 36  0.259,301.79, 15.44, 18.62, 17.03
1990 37  0.254,300.75, 18.14, 17.11, 17.63
1990 38  0.249,299.79, 20.36, 14.77, 17.57
1990 39  0.243,298.68, 22.73, 15.15, 18.94
1990 40  0.235,297.61, 25.88, 10.45, 18.16
1990 41  0.225,296.40, 25.81,  6.02, 15.92
1990 42  0.214,294.55, 22.74,  8.01, 15.37
1990 43  0.204,292.19, 21.34, 15.00, 18.17
1990 44  0.196,290.15, 21.22, 19.51, 20.37
1990 45  0.185,288.32, 20.64, 28.21, 24.42
1990 46  0.172,286.64, 20.48, 33.71, 27.09
1990 47  0.159,285.05, 20.14, 36.09, 28.12
1990 48  0.149,283.63, 20.79, 38.62, 29.70
1990 49  0.149,282.62, 23.79, 38.75, 31.27
1990 50  0.151,282.04, 28.28, 28.96, 28.62
1990 51  0.158,281.89, 34.09, 27.35, 30.72
1990 52  0.166,281.34, 38.94, 31.71, 35.33
1991 01  0.178,281.57, 48.42, 28.71, 38.56
1991 02  0.191,282.65, 58.83, 16.87, 37.85
1991 03  0.198,282.74, 62.59, 20.13, 41.36
1991 04  0.198,282.72, 62.90, 25.42, 44.16
1991 05  0.199,283.15, 63.37, 26.19, 44.78
1991 06  0.199,284.17, 63.03, 23.66, 43.35
1991 07  0.196,285.04, 59.80, 22.15, 40.97
1991 08  0.196,286.34, 57.53, 20.16, 38.85
1991 09  0.200,287.65, 56.81, 19.18, 37.99
1991 10  0.204,288.42, 55.74, 22.91, 39.33
1991 11  0.212,289.24, 54.25, 28.59, 41.42
1991 12  0.219,290.13, 50.29, 33.08, 41.68
1991 13  0.219,289.32, 42.71, 48.31, 45.51
1991 14  0.225,289.27, 38.75, 55.37, 47.06
1991 15  0.238,290.19, 37.53, 50.81, 44.17
1991 16  0.249,290.38, 31.23, 55.97, 43.60
1991 17  0.261,290.75, 26.55, 59.22, 42.88
1991 18  0.273,291.20, 22.39, 67.12, 44.76
1991 19  0.289,292.04, 20.55, 76.14, 48.34
1991 20  0.304,292.86, 19.46, 81.17, 50.31
1991 21  0.322,294.10, 22.49, 77.82, 50.16
1991 22  0.341,295.72, 28.25, 70.56, 49.40
1991 23  0.352,297.06, 30.90, 65.63, 48.27
1991 24  0.361,298.72, 34.74, 52.10, 43.42
1991 25  0.366,300.13, 36.76, 42.66, 39.71
1991 26  0.358,300.57, 31.95, 47.74, 39.85
1991 27  0.350,301.13, 29.82, 51.27, 40.54
1991 28  0.346,301.93, 31.33, 48.65, 39.99
1991 29  0.340,302.22, 31.26, 51.19, 41.22
1991 30  0.336,302.47, 34.13, 50.99, 42.56
1991 31  0.333,302.45, 37.26, 49.51, 43.39
1991 32  0.327,302.09, 39.28, 50.71, 44.99
1991 33  0.321,301.46, 40.66, 50.94, 45.80
1991 34  0.318,301.02, 42.41, 45.55, 43.98
1991 35  0.312,300.46, 44.06, 40.91, 42.48
1991 36  0.306,299.57, 45.78, 40.01, 42.90
1991 37  0.300,298.47, 47.46, 38.66, 43.06
1991 38  0.291,297.38, 47.00, 37.05, 42.02
1991 39  0.282,296.24, 46.63, 37.70, 42.16
1991 40  0.270,294.71, 45.87, 39.43, 42.65
